place_id	name	address	distance_miles	google_phone	website	google_maps_url	rating	review_count	site_email	site_phone	contact_form_url	instagram_url	facebook_url	spa_type	team_label	junior_label	priority_score	contact_method	outreach_bucket	outreach_status	notes	crawl_status
ChIJrcaok_YNREARbY9XlYq0Y1k	Sala Spa & Thai Massage Tbilisi	28 Shota Rustaveli Ave, Tbilisi 0108, Georgia	5581.7	591 40 87 01	https://sala.ge/	https://www.google.com/maps/place/?q=place_id:ChIJrcaok_YNREARbY9XlYq0Y1k	4.9	1108	info@sala.ge	9955914087	#contact			salon	UNKNOWN	NO	51	email	D			OK
ChIJGc95-YoNREARMhQ-ltonwM0	Massage Salon Orchid	115 Davit Aghmashenebeli Ave, Tbilisi, Georgia	5581.1	599 09 00 62	https://www.instagram.com/massage_center_orchid?igsh=OGQ5ZDc2ODk2ZA%3D%3D&utm_source=qr	https://www.google.com/maps/place/?q=place_id:ChIJGc95-YoNREARMhQ-ltonwM0	5	446		5248981806		instagram.com/rsrc.php		salon	UNKNOWN	NO	34	social	D			OK
ChIJ0Tk5iFAMREARhIqIcFZto9o	Sam Raan Spa & Wellness Center	14, Ialbuzi street, 24 300 Aragveli street, Tbilisi 0144, Georgia	5583.5	032 215 77 15	https://samraan.com/	https://www.google.com/maps/place/?q=place_id:ChIJ0Tk5iFAMREARhIqIcFZto9o	4.6	436		1771821053	https://samraan.com/web/en/contact	instagram.com/samraanspa	facebook.com/SamRaanSpa.WellnessCenter	salon	UNKNOWN	NO	44	form	D			OK
ChIJ1W2XUfYMREARbXZYe4ZHMYY	Gulo's Thermal Spa	MRQ6+4F6, Ioseb Grishashvili St, Tbilisi, Georgia	5582.9	599 58 81 22	https://m.facebook.com/profile.php/?id=100064514094111	https://www.google.com/maps/place/?q=place_id:ChIJ1W2XUfYMREARbXZYe4ZHMYY	4	1162		7593181097			facebook.com/login	salon	TEAM	NO	56	social	C			OK
ChIJlTAAft1EwokR3acGnzJxmY8	WORLD SPA	1571 McDonald Ave, Brooklyn, NY 11230, United States	0.7	(718) 500-3772	http://worldspa.com/	https://www.google.com/maps/place/?q=place_id:ChIJlTAAft1EwokR3acGnzJxmY8	4.3	4023		1761764551	https://worldspa.com/wp-content/plugins/contact-form-7/includes/css/styles.css	instagram.com/worldspanyc	facebook.com/tr	salon	TEAM	NO	66	form	C			OK
ChIJJRVpZqUNREAROo5nYSXeX7U	Aroma Thai Massage And Spa (in Tbilisi)	T, 20 Shota Rustaveli Ave, Tbilisi 0108, Georgia	5581.8	557 62 63 62	http://www.aromathaimassageandspa.com/	https://www.google.com/maps/place/?q=place_id:ChIJJRVpZqUNREAROo5nYSXeX7U	4.9	551	noohong305@gmail.com; noohong305@gmail.com; noohong305@gmail.com	2545352419	https://www.instagram.com/invites/contact/?i=110atimyrewbl&amp;utm_content=osay6fc	instagram.com/invites	facebook.com/Aroma	salon	UNKNOWN	NO	59	email	D			OK
ChIJZUbjgqlzREARYFULT4BhFCg	Massage in Tbilisi	Gazafkhuli, ulica N4A, Tbilisi, Georgia	5578.4	511 13 21 77		https://www.google.com/maps/place/?q=place_id:ChIJZUbjgqlzREARYFULT4BhFCg	5	1							UNKNOWN	NO	11	phone	D			NO_SITE
ChIJ488qLIwNREARzXn7QIeE41I	Health Massage Centre	28 Kote Afkhazi St, Tbilisi, Georgia	5582.5	557 44 44 14	https://healthmassagecenter.ge/	https://www.google.com/maps/place/?q=place_id:ChIJ488qLIwNREARzXn7QIeE41I	4.9	1084	info@healthmassagecenter.ge; info@healthmassagecenter.ge	1696050778		instagram.com/healthmassagecenter	facebook.com/healthmassagecenter.ge	day spa	UNKNOWN	NO	49	email	D			OK
ChIJfxxbU5JzREARrX_oDfkNwPI	ქართული სპა • Georgian Spa	64 Zakaria Paliashvili Street, Tbilisi 0179, Georgia	5580.2	599 86 07 07		https://www.google.com/maps/place/?q=place_id:ChIJfxxbU5JzREARrX_oDfkNwPI	5	3							UNKNOWN	NO	11	phone	D			NO_SITE
ChIJNe85Te5FwokRobOIn-HtXuE	Organic Spa	174 Bay 19th St, Brooklyn, NY 11214, United States	1.5	(516) 912-3526	http://organicspa.nyc/	https://www.google.com/maps/place/?q=place_id:ChIJNe85Te5FwokRobOIn-HtXuE	4.8	29	info@organicspa.nyc; info@organicspa.nyc	2222222222	https://organicspa.nyc/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.7.7			salon	UNKNOWN	NO	45	email	D			OK
ChIJTSF3eRVjwokRsvExCQZlYXU	The Party Spa	1546 Bergen St BSMT, Brooklyn, NY 11213, United States	4.8	(718) 483-8059	http://www.thepartyspa.com/	https://www.google.com/maps/place/?q=place_id:ChIJTSF3eRVjwokRsvExCQZlYXU	5	61		2545352419		instagram.com/thepartyspa	facebook.com/thehandsonexperiencepartyspa	salon	UNKNOWN	NO	31	social	D			OK
ChIJGVjNJkVbwokRWIh6PzN5D-E	Hermie salon/keratin salon /slikpress sa	1732 Nostrand Ave, Brooklyn, NY 11226, United States	2.6	(718) 287-6537	http://www.hermiesalon.com/	https://www.google.com/maps/place/?q=place_id:ChIJGVjNJkVbwokRWIh6PzN5D-E	4.6	536	hermiesalon@gmail.com; hermiesalon@gmail.com; hermiesalon@gmail.com	(718) 287-6537			facebook.com/simplybook	salon	UNKNOWN	NO	49	email	D			OK
ChIJPW-tjDNzREAR65a2FS5gqyA	Beauty Salon LORO	Z, 60 Zakaria Paliashvili Street, Tbilisi 0179, Georgia	5580.2	597 05 41 46	http://loro-salon.com/	https://www.google.com/maps/place/?q=place_id:ChIJPW-tjDNzREAR65a2FS5gqyA	4.8	183							UNKNOWN	NO	26	phone	D			TIMEOUT
ChIJVUgLBnpzREARuOh439uUYkE	სალონი ლედი დიორ | Lady Dior	28 Archil Tsagareli St, Tbilisi, Georgia	5579.5	558 99 12 81		https://www.google.com/maps/place/?q=place_id:ChIJVUgLBnpzREARuOh439uUYkE	4.9	11							UNKNOWN	NO	15	phone	D			NO_SITE
ChIJw1UOKc0MREARxXtyeNc2-H8	Beauty salon BROW & LASH BAR	21 Zakaria Paliashvili Street, Tbilisi 0179, Georgia	5580.6	555 94 33 49	https://n129312.alteg.io/	https://www.google.com/maps/place/?q=place_id:ChIJw1UOKc0MREARxXtyeNc2-H8	4.8	693		1241717689				salon	UNKNOWN	NO	26	phone	D			OK
ChIJKxh_otlyREARPOQ47Ovb6wE	Beauty Salon Exclusive	7 Vakhtang Chabukiani St, Tbilisi, Georgia	5579.8	574 00 52 52		https://www.google.com/maps/place/?q=place_id:ChIJKxh_otlyREARPOQ47Ovb6wE	4.7	82							UNKNOWN	NO	18	phone	D			NO_SITE
ChIJlW_84EhsREARKQ2SeU4Bqok	Elena	27 Omar Khizanishvili St, Tbilisi, Georgia	5577.8	599 75 57 52		https://www.google.com/maps/place/?q=place_id:ChIJlW_84EhsREARKQ2SeU4Bqok	4.6	18							UNKNOWN	NO	15	phone	D			NO_SITE
ChIJ-SMxnzINREARPKB-96wONtk	Ruby Hair Salon	28 Alexander Griboedov St, Tbilisi, Georgia	5581.5	511 22 20 45	https://www.instagram.com/rubyhair_ge/	https://www.google.com/maps/place/?q=place_id:ChIJ-SMxnzINREARPKB-96wONtk	4.8	286		2700518754		instagram.com/rsrc.php		salon	UNKNOWN	NO	34	social	D			OK
ChIJX85jyWwNREARwiP_KLNsgqo	Beauty Salon Hebe	4 Mtskheta St, Tbilisi 0179, Georgia	5580.6	598 43 20 25	http://facebook.com/BeautySalonHebe/	https://www.google.com/maps/place/?q=place_id:ChIJX85jyWwNREARwiP_KLNsgqo	4.2	5		1000288427			facebook.com/BeautySalonHebe	salon	UNKNOWN	NO	21	social	D			OK
ChIJ_UuqC3dzREARcKKHaro_L8U	Nail beauty studio	13 Alexander Kazbegi Ave, Tbilisi, Georgia	5579.3	591 81 25 25		https://www.google.com/maps/place/?q=place_id:ChIJ_UuqC3dzREARcKKHaro_L8U	3.7	87							UNKNOWN	NO	12	phone	D			NO_SITE
ChIJRavq93WHZ0ARo7YsGgtXza4	Sakura Beauty&Esthetics	58 Parnavaz Mepe St, Batumi 6004, Georgia	5472.6	0422 30 07 77	https://sakura-beauty.ge/	https://www.google.com/maps/place/?q=place_id:ChIJRavq93WHZ0ARo7YsGgtXza4	4.6	29		1779667200		instagram.com/sakurabeautyandspa	facebook.com/61559960944836	salon	UNKNOWN	NO	28	social	D			OK
ChIJp_lT5HpzREARleezwAnf-CE	"Beauty Center ""Bohema"""	32 Alexander Kazbegi Ave, Tbilisi, Georgia	5578.7	596 82 32 32		https://www.google.com/maps/place/?q=place_id:ChIJp_lT5HpzREARleezwAnf-CE	4.8	47							UNKNOWN	NO	18	phone	D			NO_SITE
ChIJ1_Ugy3dzREAR7DxOR51vmT4	სილამაზის სალონი შარმი - Beauty Salon Sh	3 David Guramishvili Ave, Tbilisi 0192, Georgia	5578.9	599 20 61 15		https://www.google.com/maps/place/?q=place_id:ChIJ1_Ugy3dzREAR7DxOR51vmT4	4	12							UNKNOWN	NO	12	phone	D			NO_SITE
ChIJFXey5MNtREARH2T4WrXY-Kc	Beauty 18	Building 18, 1 Kvishkheti St, Tbilisi 0180, Georgia	5578.2	500 50 13 51	http://wa.me/995500501351	https://www.google.com/maps/place/?q=place_id:ChIJFXey5MNtREARH2T4WrXY-Kc	5	19		7593181256	https://www.whatsapp.com/contact	instagram.com/whatsapp	facebook.com/profile.php	salon	TEAM	NO	63	form	C			OK
